Date,City,Population_Millions,PM2_5,AQI,AQI_Category,Respiratory_Admissions_per_100k,Respiratory_Admissions_EstCases,Cardiovascular_Admissions_per_100k,Cardiovascular_Admissions_EstCases,Asthma_ER_Visits_per_100k,Asthma_ER_Visits_EstCases,Mortality_per_100k,Mortality_EstCases,Health_Risk_Index,City Code
14-12-2016,Mumbai,20.7,64.7,114,Moderate,2.365,490,3.389,702,1.784,369,0.26,54,30.6,MH005
15-12-2016,Mumbai,20.7,70.3,133,Moderate,2.284,473,2.886,597,1.508,312,0.268,56,28.4,MH005
16-12-2016,Mumbai,20.7,63.4,109,Moderate,2.5,517,2.837,587,1.57,325,0.269,56,29.2,MH005
17-12-2016,Mumbai,20.7,72.3,140,Moderate,2.643,547,3.491,723,1.549,321,0.27,56,30.9,MH005
18-12-2016,Mumbai,20.7,53,88,Satisfactory,2.276,471,2.972,615,1.603,332,0.258,53,28.6,MH005
19-12-2016,Mumbai,20.7,64.9,114,Moderate,2.283,473,3.306,684,1.705,353,0.251,52,29.6,MH005
20-12-2016,Mumbai,20.7,59.5,99,Satisfactory,2.378,492,3.249,673,1.955,405,0.247,51,30.7,MH005
21-12-2016,Mumbai,20.7,71.7,138,Moderate,2.409,499,3.132,648,1.764,365,0.299,62,31.4,MH005
22-12-2016,Mumbai,20.7,80.3,167,Moderate,2.361,489,3.375,699,1.583,328,0.25,52,29.3,MH005
23-12-2016,Mumbai,20.7,76.9,155,Moderate,2.485,514,3.207,664,1.748,362,0.321,66,32.4,MH005
24-12-2016,Mumbai,20.7,47.1,78,Satisfactory,2.398,496,3.181,658,1.545,320,0.243,50,28.7,MH005
25-12-2016,Mumbai,20.7,90.8,500,Severe,2.371,491,3.308,685,1.708,354,0.359,74,33.4,MH005
26-12-2016,Mumbai,20.7,73.6,144,Moderate,2.766,573,3.201,663,1.675,347,0.297,62,32.1,MH005
27-12-2016,Mumbai,20.7,63,108,Moderate,2.131,441,3.12,646,1.711,354,0.255,53,28.9,MH005
28-12-2016,Mumbai,20.7,72.3,140,Moderate,2.271,470,3.116,645,1.75,362,0.252,52,29.4,MH005
29-12-2016,Mumbai,20.7,72.5,140,Moderate,2.428,503,3.463,717,1.533,317,0.298,62,31.1,MH005
30-12-2016,Mumbai,20.7,64.2,112,Moderate,2.67,553,3.166,655,1.634,338,0.234,49,29.5,MH005
31-12-2016,Mumbai,20.7,72.8,141,Moderate,2.315,479,3.073,636,1.569,325,0.281,58,29.5,MH005
01-01-2017,Mumbai,20.7,64.4,113,Moderate,2.204,456,3.175,657,1.646,341,0.246,51,28.6,MH005
02-01-2017,Mumbai,20.7,66.4,119,Moderate,2.442,505,3.161,654,1.596,330,0.279,58,30.2,MH005
03-01-2017,Mumbai,20.7,63.7,110,Moderate,2.316,479,3.175,657,1.707,353,0.234,49,28.8,MH005
04-01-2017,Mumbai,20.7,56.3,94,Satisfactory,2.407,498,3.353,694,1.568,324,0.26,54,29.7,MH005
05-01-2017,Mumbai,20.7,72,139,Moderate,2.382,493,3.168,656,1.595,330,0.28,58,30,MH005
06-01-2017,Mumbai,20.7,76.3,153,Moderate,2.29,474,3.238,670,1.692,350,0.283,59,30.4,MH005
07-01-2017,Mumbai,20.7,75.7,151,Moderate,2.75,569,3.438,712,1.681,348,0.285,59,32.2,MH005
08-01-2017,Mumbai,20.7,78.7,161,Moderate,1.996,413,3.414,707,1.681,348,0.287,59,30,MH005
09-01-2017,Mumbai,20.7,73.8,145,Moderate,2.663,551,3.165,655,1.629,337,0.263,54,30.4,MH005
10-01-2017,Mumbai,20.7,65.3,116,Moderate,2.491,516,3.448,714,1.393,288,0.243,50,28.8,MH005
11-01-2017,Mumbai,20.7,78.9,162,Moderate,2.318,480,3.508,726,1.896,392,0.281,58,31.9,MH005
12-01-2017,Mumbai,20.7,57.2,95,Satisfactory,2.579,534,3.382,700,1.469,304,0.28,58,30.5,MH005
13-01-2017,Mumbai,20.7,61.7,103,Moderate,2.148,445,3.301,683,1.641,340,0.265,55,29.3,MH005
14-01-2017,Mumbai,20.7,61.1,101,Moderate,2.479,513,3.205,663,1.652,342,0.245,51,29.5,MH005
15-01-2017,Mumbai,20.7,81.3,170,Moderate,2.134,442,3.123,647,1.933,400,0.3,62,31.4,MH005
16-01-2017,Mumbai,20.7,80,166,Moderate,2.265,469,3.056,632,1.939,401,0.28,58,31,MH005
17-01-2017,Mumbai,20.7,75.5,150,Moderate,2.244,464,3.293,682,1.723,357,0.264,55,29.9,MH005
18-01-2017,Mumbai,20.7,81.2,170,Moderate,2.329,482,3.341,692,1.604,332,0.308,64,31.2,MH005
19-01-2017,Mumbai,20.7,61.9,104,Moderate,2.343,485,3.192,661,1.522,315,0.268,55,29.2,MH005
20-01-2017,Mumbai,20.7,74.1,146,Moderate,2.284,473,3.281,679,1.613,334,0.275,57,29.9,MH005
21-01-2017,Mumbai,20.7,69.4,130,Moderate,2.088,432,3.548,734,1.65,342,0.292,60,30.6,MH005
22-01-2017,Mumbai,20.7,79,162,Moderate,2.495,516,3.652,756,1.651,342,0.292,60,32,MH005
23-01-2017,Mumbai,20.7,69.4,130,Moderate,2.386,494,3.062,634,1.557,322,0.272,56,29.4,MH005
24-01-2017,Mumbai,20.7,66.7,120,Moderate,2.424,502,3.323,688,1.65,341,0.236,49,29.3,MH005
25-01-2017,Mumbai,20.7,75.9,152,Moderate,2.437,504,3.322,688,1.599,331,0.3,62,31.2,MH005
26-01-2017,Mumbai,20.7,79.2,163,Moderate,2.567,531,3.463,717,1.84,381,0.257,53,31.5,MH005
27-01-2017,Mumbai,20.7,63.9,111,Moderate,2.341,485,3.591,743,1.547,320,0.262,54,30,MH005
28-01-2017,Mumbai,20.7,69.8,131,Moderate,2.526,523,3.712,768,1.587,329,0.274,57,31.3,MH005
29-01-2017,Mumbai,20.7,59.9,100,Satisfactory,2.223,460,3.373,698,1.621,336,0.246,51,29,MH005
30-01-2017,Mumbai,20.7,45.6,76,Satisfactory,2.165,448,3.172,657,1.426,295,0.218,45,26.6,MH005
31-01-2017,Mumbai,20.7,72.3,140,Moderate,2.591,536,3.222,667,1.63,337,0.275,57,30.7,MH005
01-02-2017,Mumbai,20.7,76.3,153,Moderate,2.61,540,3.808,788,1.534,317,0.289,60,32.1,MH005
02-02-2017,Mumbai,20.7,72.8,141,Moderate,2.479,513,3.145,651,1.663,344,0.262,54,30,MH005
03-02-2017,Mumbai,20.7,50.9,85,Satisfactory,2.166,448,3.347,693,1.492,309,0.233,48,27.7,MH005
04-02-2017,Mumbai,20.7,66.7,120,Moderate,2.228,461,3.215,665,1.592,330,0.246,51,28.5,MH005
05-02-2017,Mumbai,20.7,48.2,80,Satisfactory,2.457,509,2.922,605,1.571,325,0.214,44,27.5,MH005
06-02-2017,Mumbai,20.7,83.6,178,Moderate,2.638,546,3.695,765,1.679,348,0.289,60,32.6,MH005
07-02-2017,Mumbai,20.7,59.3,99,Satisfactory,2.32,480,2.893,599,1.678,347,0.242,50,28.4,MH005
08-02-2017,Mumbai,20.7,82.4,174,Moderate,2.788,577,2.913,603,1.613,334,0.301,62,31.5,MH005
09-02-2017,Mumbai,20.7,79.3,163,Moderate,2.496,517,3.468,718,1.652,342,0.295,61,31.7,MH005
10-02-2017,Mumbai,20.7,60.9,500,Severe,2.182,452,3.179,658,1.583,328,0.264,55,28.9,MH005
11-02-2017,Mumbai,20.7,58.6,98,Satisfactory,2.287,473,3.31,685,1.682,348,0.241,50,29.1,MH005
12-02-2017,Mumbai,20.7,73.2,143,Moderate,2.399,497,3.297,682,1.777,368,0.29,60,31.5,MH005
13-02-2017,Mumbai,20.7,61.3,102,Moderate,2.351,487,3.357,695,1.522,315,0.241,50,28.7,MH005
14-02-2017,Mumbai,20.7,70.6,134,Moderate,2.564,531,3.227,668,1.619,335,0.283,59,30.9,MH005
15-02-2017,Mumbai,20.7,64.7,114,Moderate,2.22,460,3.433,711,1.442,299,0.269,56,29,MH005
16-02-2017,Mumbai,20.7,51.8,86,Satisfactory,2.11,437,3.373,698,1.574,326,0.252,52,28.6,MH005
17-02-2017,Mumbai,20.7,47.3,79,Satisfactory,2.353,487,3.467,718,1.558,323,0.216,45,28.3,MH005
18-02-2017,Mumbai,20.7,71.5,137,Moderate,2.317,480,3.539,733,1.804,374,0.292,60,31.9,MH005
19-02-2017,Mumbai,20.7,63.6,110,Moderate,2.692,557,3.23,669,1.61,333,0.262,54,30.5,MH005
20-02-2017,Mumbai,20.7,63.7,110,Moderate,2.484,514,3.387,701,1.615,334,0.259,54,30.2,MH005
21-02-2017,Mumbai,20.7,75.9,152,Moderate,2.336,483,3.395,703,1.639,339,0.263,54,30,MH005
22-02-2017,Mumbai,20.7,80.6,168,Moderate,2.613,541,3.419,708,1.76,364,0.276,57,31.8,MH005
23-02-2017,Mumbai,20.7,66.2,119,Moderate,2.467,511,3.005,622,1.664,344,0.26,54,29.6,MH005
24-02-2017,Mumbai,20.7,65.4,116,Moderate,2.449,507,3.407,705,1.677,347,0.259,54,30.4,MH005
25-02-2017,Mumbai,20.7,73.6,144,Moderate,2.382,493,3.421,708,1.888,391,0.302,63,32.6,MH005
26-02-2017,Mumbai,20.7,55.2,92,Satisfactory,2.367,490,3.561,737,1.447,300,0.246,51,29,MH005
27-02-2017,Mumbai,20.7,70.7,134,Moderate,2.085,431,3.516,728,1.387,287,0.265,55,28.4,MH005
28-02-2017,Mumbai,20.7,73.9,145,Moderate,2.591,536,3.331,690,1.746,361,0.271,56,31.4,MH005
01-03-2017,Mumbai,20.7,75.1,149,Moderate,1.911,396,3.288,681,1.675,347,0.284,59,29.4,MH005
02-03-2017,Mumbai,20.7,49,81,Satisfactory,2.219,459,2.989,619,1.508,312,0.242,50,27.5,MH005
03-03-2017,Mumbai,20.7,60.6,500,Severe,2.112,437,3.59,743,1.711,354,0.239,49,29.3,MH005
04-03-2017,Mumbai,20.7,59.3,99,Satisfactory,2.259,468,3.024,626,1.624,336,0.281,58,29.5,MH005
05-03-2017,Mumbai,20.7,68.9,128,Moderate,2.366,490,2.91,602,1.611,333,0.264,55,29,MH005
06-03-2017,Mumbai,20.7,72.6,141,Moderate,2.223,460,3.473,719,1.758,364,0.252,52,30,MH005
07-03-2017,Mumbai,20.7,82.5,174,Moderate,2.038,422,3.362,696,1.792,371,0.278,58,30.2,MH005
08-03-2017,Mumbai,20.7,62.7,107,Moderate,2.375,492,3.298,683,1.686,349,0.257,53,29.9,MH005
09-03-2017,Mumbai,20.7,62.6,106,Moderate,2.639,546,3.283,680,1.498,310,0.284,59,30.7,MH005
10-03-2017,Mumbai,20.7,78.7,161,Moderate,2.375,492,3.115,645,1.613,334,0.279,58,29.9,MH005
11-03-2017,Mumbai,20.7,70.2,132,Moderate,2.52,522,3.356,695,1.686,349,0.256,53,30.4,MH005
12-03-2017,Mumbai,20.7,79.7,165,Moderate,2.65,549,3.266,676,1.75,362,0.279,58,31.7,MH005
13-03-2017,Mumbai,20.7,69.9,131,Moderate,2.11,437,3.191,661,1.795,372,0.267,55,29.7,MH005
14-03-2017,Mumbai,20.7,55.5,92,Satisfactory,2.247,465,3.486,722,1.535,318,0.245,51,28.9,MH005
15-03-2017,Mumbai,20.7,53.6,89,Satisfactory,2.125,440,3.355,694,1.581,327,0.219,45,27.6,MH005
16-03-2017,Mumbai,20.7,51.3,85,Satisfactory,2.179,451,2.751,569,1.682,348,0.227,47,27.2,MH005
17-03-2017,Mumbai,20.7,73.1,142,Moderate,2.642,547,3.341,692,1.657,343,0.287,59,31.7,MH005
18-03-2017,Mumbai,20.7,78.2,160,Moderate,2.456,508,3.536,732,1.711,354,0.289,60,31.8,MH005
19-03-2017,Mumbai,20.7,84.6,182,Moderate,2.572,532,3.104,643,1.721,356,0.299,62,31.6,MH005
20-03-2017,Mumbai,20.7,74.5,147,Moderate,2.398,496,3.134,649,1.734,359,0.266,55,30.2,MH005
21-03-2017,Mumbai,20.7,77.6,158,Moderate,2.245,465,3.519,729,1.743,361,0.256,53,30.2,MH005
22-03-2017,Mumbai,20.7,60.2,500,Severe,2.428,503,3.147,651,1.456,301,0.256,53,28.7,MH005
23-03-2017,Mumbai,20.7,54.3,90,Satisfactory,2.478,513,2.826,585,1.646,341,0.252,52,28.9,MH005
24-03-2017,Mumbai,20.7,74.1,146,Moderate,2.448,507,3.541,733,1.844,382,0.306,63,33,MH005
25-03-2017,Mumbai,20.7,69.7,131,Moderate,2.45,507,3.247,672,1.517,314,0.255,53,29.2,MH005
26-03-2017,Mumbai,20.7,66.5,120,Moderate,2.189,453,3.339,691,1.673,346,0.274,57,30,MH005
27-03-2017,Mumbai,20.7,69.1,129,Moderate,2.478,513,3.268,677,1.709,354,0.277,57,30.9,MH005
28-03-2017,Mumbai,20.7,68.3,126,Moderate,2.565,531,3.494,723,1.518,314,0.237,49,29.5,MH005
29-03-2017,Mumbai,20.7,77.7,158,Moderate,2.48,513,3.102,642,1.615,334,0.287,59,30.5,MH005
30-03-2017,Mumbai,20.7,77.7,158,Moderate,2.16,447,3.453,715,1.623,336,0.267,55,29.7,MH005
31-03-2017,Mumbai,20.7,70.1,132,Moderate,2.616,542,3.543,733,1.678,347,0.278,58,31.8,MH005
01-04-2017,Mumbai,20.7,73,142,Moderate,2.261,468,3.03,627,1.533,317,0.286,59,29.3,MH005
02-04-2017,Mumbai,20.7,69.6,130,Moderate,2.435,504,3.135,649,1.586,328,0.258,53,29.3,MH005
03-04-2017,Mumbai,20.7,59.8,100,Satisfactory,2.465,510,3.552,735,1.645,340,0.26,54,30.6,MH005
04-04-2017,Mumbai,20.7,71.7,138,Moderate,2.545,527,3.504,725,1.75,362,0.302,63,32.6,MH005
05-04-2017,Mumbai,20.7,50.3,84,Satisfactory,2.039,422,3.03,627,1.57,325,0.245,51,27.4,MH005
06-04-2017,Mumbai,20.7,74.4,147,Moderate,2.421,501,3.063,634,1.571,325,0.271,56,29.5,MH005
07-04-2017,Mumbai,20.7,52,86,Satisfactory,2.301,476,3.249,673,1.549,321,0.245,51,28.6,MH005
08-04-2017,Mumbai,20.7,66.5,120,Moderate,2.569,532,3.33,689,1.66,344,0.255,53,30.4,MH005
09-04-2017,Mumbai,20.7,55.1,92,Satisfactory,2.372,491,3.199,662,1.734,359,0.234,49,29.2,MH005
10-04-2017,Mumbai,20.7,68.8,128,Moderate,2.582,535,3.735,773,1.693,350,0.283,59,32.3,MH005
11-04-2017,Mumbai,20.7,62.9,107,Moderate,2.423,502,3.374,698,1.827,378,0.256,53,30.8,MH005
12-04-2017,Mumbai,20.7,47.3,79,Satisfactory,2.261,468,3.013,624,1.631,338,0.245,51,28.3,MH005
13-04-2017,Mumbai,20.7,67.1,122,Moderate,2.395,496,3.476,719,1.762,365,0.257,53,30.7,MH005
14-04-2017,Mumbai,20.7,57.1,95,Satisfactory,2.53,524,3.231,669,1.535,318,0.263,54,29.8,MH005
15-04-2017,Mumbai,20.7,71.4,137,Moderate,2.203,456,3.156,653,1.739,360,0.281,58,30.1,MH005
16-04-2017,Mumbai,20.7,62.5,106,Moderate,2.472,512,3.421,708,1.639,339,0.284,59,31.1,MH005
17-04-2017,Mumbai,20.7,66.3,119,Moderate,2.275,471,3.553,736,1.88,389,0.267,55,31.3,MH005
18-04-2017,Mumbai,20.7,52.8,88,Satisfactory,2.181,452,3.24,671,1.545,320,0.243,50,28.1,MH005
19-04-2017,Mumbai,20.7,56.3,94,Satisfactory,2.457,509,3.027,627,1.764,365,0.243,50,29.5,MH005
20-04-2017,Mumbai,20.7,57.4,96,Satisfactory,2.197,455,3.243,671,1.763,365,0.254,53,29.5,MH005
21-04-2017,Mumbai,20.7,70.3,133,Moderate,2.437,505,3.096,641,1.6,331,0.269,56,29.7,MH005
22-04-2017,Mumbai,20.7,78.3,160,Moderate,2.353,487,3.369,697,1.727,357,0.29,60,31.3,MH005
23-04-2017,Mumbai,20.7,53.6,89,Satisfactory,1.976,409,3.348,693,1.446,299,0.232,48,26.9,MH005
24-04-2017,Mumbai,20.7,72.1,139,Moderate,2.461,509,2.902,601,1.847,382,0.277,57,30.7,MH005
25-04-2017,Mumbai,20.7,39.8,66,Satisfactory,2.253,466,3.272,677,1.326,274,0.226,47,26.9,MH005
26-04-2017,Mumbai,20.7,49.3,82,Satisfactory,2.019,418,3.111,644,1.412,292,0.243,50,26.8,MH005
27-04-2017,Mumbai,20.7,51.5,86,Satisfactory,2.195,454,3.085,639,1.558,322,0.215,44,27,MH005
28-04-2017,Mumbai,20.7,47.5,79,Satisfactory,2.026,419,2.921,605,1.467,304,0.231,48,26.3,MH005
29-04-2017,Mumbai,20.7,45,75,Satisfactory,2.359,488,2.958,612,1.452,301,0.252,52,28,MH005
30-04-2017,Mumbai,20.7,64.7,114,Moderate,2.552,528,3.601,745,1.598,331,0.252,52,30.5,MH005
01-05-2017,Mumbai,20.7,58.3,97,Satisfactory,2.443,506,3.39,702,1.695,351,0.247,51,30,MH005
02-05-2017,Mumbai,20.7,64.1,112,Moderate,2.492,516,3.506,726,1.726,357,0.252,52,30.7,MH005
03-05-2017,Mumbai,20.7,67,121,Moderate,2.293,475,3.1,642,1.687,349,0.245,51,28.9,MH005
04-05-2017,Mumbai,20.7,62.7,107,Moderate,2.423,502,3.597,745,1.671,346,0.246,51,30.3,MH005
05-05-2017,Mumbai,20.7,66.4,119,Moderate,2.363,489,3.252,673,1.643,340,0.255,53,29.5,MH005
06-05-2017,Mumbai,20.7,59.1,98,Satisfactory,2.354,487,3.076,637,1.706,353,0.262,54,29.6,MH005
07-05-2017,Mumbai,20.7,47.9,80,Satisfactory,2.405,498,2.97,615,1.568,325,0.233,48,28,MH005
08-05-2017,Mumbai,20.7,70,132,Moderate,2.55,528,3.076,637,1.578,327,0.283,59,30.4,MH005
09-05-2017,Mumbai,20.7,53.5,89,Satisfactory,2.247,465,3.059,633,1.555,322,0.247,51,28.1,MH005
10-05-2017,Mumbai,20.7,50,83,Satisfactory,2.091,433,3.015,624,1.589,329,0.229,47,27.1,MH005
11-05-2017,Mumbai,20.7,57.4,96,Satisfactory,2.294,475,3.396,703,1.681,348,0.214,44,28.4,MH005
12-05-2017,Mumbai,20.7,50,83,Satisfactory,2.254,467,3.683,762,1.597,331,0.265,55,30.2,MH005
13-05-2017,Mumbai,20.7,54.7,91,Satisfactory,2.346,486,3.16,654,1.47,304,0.255,53,28.5,MH005
14-05-2017,Mumbai,20.7,62.1,105,Moderate,2.46,509,3.2,662,1.702,352,0.246,51,29.7,MH005
15-05-2017,Mumbai,20.7,62.1,105,Moderate,2.074,429,2.882,597,1.584,328,0.277,57,28.4,MH005
16-05-2017,Mumbai,20.7,49.6,82,Satisfactory,2.19,453,3.007,622,1.613,334,0.24,50,27.9,MH005
17-05-2017,Mumbai,20.7,53.5,89,Satisfactory,2.168,449,2.891,598,1.432,296,0.243,50,26.9,MH005
18-05-2017,Mumbai,20.7,68.9,128,Moderate,2.555,529,3.437,711,1.708,354,0.3,62,32.3,MH005
19-05-2017,Mumbai,20.7,63,108,Moderate,2.318,480,3.625,750,1.718,356,0.267,55,30.9,MH005
20-05-2017,Mumbai,20.7,78.6,161,Moderate,2.351,487,3.109,644,1.644,340,0.307,64,30.9,MH005
21-05-2017,Mumbai,20.7,69.6,130,Moderate,2.457,509,3.241,671,1.694,351,0.292,60,31.2,MH005
22-05-2017,Mumbai,20.7,69.1,129,Moderate,2.293,475,3.229,668,1.672,346,0.261,54,29.6,MH005
23-05-2017,Mumbai,20.7,43.9,73,Satisfactory,2.253,466,3.286,680,1.474,305,0.222,46,27.4,MH005
24-05-2017,Mumbai,20.7,65.1,115,Moderate,2.614,541,3.279,679,1.727,357,0.277,57,31.4,MH005
25-05-2017,Mumbai,20.7,56.9,95,Satisfactory,2.566,531,3.627,751,1.576,326,0.262,54,30.8,MH005
26-05-2017,Mumbai,20.7,51.9,86,Satisfactory,2.237,463,3.051,632,1.537,318,0.246,51,28,MH005
27-05-2017,Mumbai,20.7,58.9,98,Satisfactory,2.302,476,3.403,704,1.663,344,0.26,54,29.9,MH005
28-05-2017,Mumbai,20.7,66.5,120,Moderate,2.277,471,3.149,652,1.66,344,0.259,54,29.3,MH005
29-05-2017,Mumbai,20.7,62,104,Moderate,2.072,429,2.932,607,1.685,349,0.248,51,28,MH005
30-05-2017,Mumbai,20.7,48.2,80,Satisfactory,2.417,500,3.449,714,1.573,326,0.227,47,28.9,MH005
31-05-2017,Mumbai,20.7,64.2,112,Moderate,2.695,558,3.62,749,1.67,346,0.282,58,32.3,MH005
01-06-2017,Mumbai,20.7,50.4,84,Satisfactory,2.225,461,3.266,676,1.561,323,0.276,57,29.5,MH005
02-06-2017,Mumbai,20.7,58.8,98,Satisfactory,2.213,458,3.106,643,1.541,319,0.247,51,28.1,MH005
03-06-2017,Mumbai,20.7,53.5,89,Satisfactory,2.263,468,2.984,618,1.514,313,0.251,52,28,MH005
04-06-2017,Mumbai,20.7,54.3,90,Satisfactory,2.316,480,3.314,686,1.521,315,0.247,51,28.7,MH005
05-06-2017,Mumbai,20.7,63.9,111,Moderate,2.191,454,2.838,587,1.578,327,0.268,55,28.3,MH005
06-06-2017,Mumbai,20.7,45.9,76,Satisfactory,2.202,456,3.332,690,1.834,380,0.226,47,29.1,MH005
07-06-2017,Mumbai,20.7,75.4,150,Moderate,2.556,529,3.226,668,1.737,360,0.277,57,31.2,MH005
08-06-2017,Mumbai,20.7,38,63,Satisfactory,2.244,465,3.046,631,1.45,300,0.212,44,26.5,MH005
09-06-2017,Mumbai,20.7,50.1,83,Satisfactory,2.459,509,2.981,617,1.662,344,0.239,49,28.8,MH005
10-06-2017,Mumbai,20.7,59.6,99,Satisfactory,2.382,493,2.953,611,1.79,371,0.258,53,29.7,MH005
11-06-2017,Mumbai,20.7,61.6,103,Moderate,2.187,453,3.23,669,1.567,324,0.284,59,29.6,MH005
12-06-2017,Mumbai,20.7,54.7,91,Satisfactory,2.227,461,3.246,672,1.543,319,0.238,49,28.1,MH005
13-06-2017,Mumbai,20.7,55.1,92,Satisfactory,2.343,485,3.192,661,1.417,293,0.254,53,28.3,MH005
14-06-2017,Mumbai,20.7,59.6,99,Satisfactory,2.174,450,3.444,713,1.582,327,0.283,59,30,MH005
15-06-2017,Mumbai,20.7,53.2,89,Satisfactory,2.127,440,3.212,665,1.656,343,0.244,51,28.4,MH005
16-06-2017,Mumbai,20.7,69.2,129,Moderate,2.208,457,3.419,708,1.619,335,0.234,48,28.6,MH005
17-06-2017,Mumbai,20.7,63.7,110,Moderate,2.423,502,2.965,614,1.526,316,0.235,49,27.9,MH005
18-06-2017,Mumbai,20.7,63.9,111,Moderate,2.3,476,3.166,655,1.483,307,0.264,55,28.7,MH005
19-06-2017,Mumbai,20.7,45.7,76,Satisfactory,2.424,502,3.447,713,1.576,326,0.229,47,29,MH005
20-06-2017,Mumbai,20.7,54.4,91,Satisfactory,2.181,452,3.394,702,1.526,316,0.238,49,28.2,MH005
21-06-2017,Mumbai,20.7,52.1,87,Satisfactory,1.956,405,3.26,675,1.767,366,0.273,57,29.5,MH005
22-06-2017,Mumbai,20.7,45.1,75,Satisfactory,2.243,464,3.09,640,1.55,321,0.237,49,27.8,MH005
23-06-2017,Mumbai,20.7,58.6,98,Satisfactory,2.556,529,3.046,630,1.529,317,0.259,54,29.3,MH005
24-06-2017,Mumbai,20.7,49.6,82,Satisfactory,2.287,473,3.082,638,1.647,341,0.248,51,28.7,MH005
25-06-2017,Mumbai,20.7,61.4,102,Moderate,2.147,444,3.364,696,1.815,376,0.247,51,29.6,MH005
26-06-2017,Mumbai,20.7,44.2,73,Satisfactory,2.036,422,2.782,576,1.708,353,0.238,49,27.3,MH005
27-06-2017,Mumbai,20.7,71.8,138,Moderate,2.563,531,3.646,755,1.573,326,0.259,54,30.8,MH005
28-06-2017,Mumbai,20.7,45.9,76,Satisfactory,2.155,446,3.401,704,1.431,296,0.234,48,27.6,MH005
29-06-2017,Mumbai,20.7,56.9,95,Satisfactory,2.532,524,3.453,715,1.472,305,0.244,50,29.3,MH005
30-06-2017,Mumbai,20.7,62.5,106,Moderate,2.437,504,3.365,697,1.69,350,0.238,49,29.6,MH005
01-07-2017,Mumbai,20.7,49,81,Satisfactory,2.174,450,3.201,663,1.534,318,0.234,49,27.7,MH005
02-07-2017,Mumbai,20.7,63,108,Moderate,2.512,520,3.322,688,1.557,322,0.255,53,29.7,MH005
03-07-2017,Mumbai,20.7,42.4,70,Satisfactory,2.123,440,3.08,638,1.609,333,0.22,46,27.2,MH005
04-07-2017,Mumbai,20.7,68.9,128,Moderate,2.17,449,3.694,765,1.564,324,0.267,55,29.9,MH005
05-07-2017,Mumbai,20.7,54.6,91,Satisfactory,2.186,453,3.181,658,1.683,348,0.225,47,28,MH005
06-07-2017,Mumbai,20.7,48.6,81,Satisfactory,2.382,493,3.088,639,1.466,303,0.199,41,26.6,MH005
07-07-2017,Mumbai,20.7,51.5,86,Satisfactory,2.448,507,3.142,650,1.54,319,0.204,42,27.4,MH005
08-07-2017,Mumbai,20.7,62.4,106,Moderate,2.289,474,3.104,643,1.756,364,0.255,53,29.5,MH005
09-07-2017,Mumbai,20.7,48.6,81,Satisfactory,2.022,419,3.333,690,1.571,325,0.245,51,28,MH005
10-07-2017,Mumbai,20.7,47,78,Satisfactory,2.058,426,3.072,636,1.457,302,0.239,49,26.9,MH005
11-07-2017,Mumbai,20.7,52.2,87,Satisfactory,2.148,445,3.172,657,1.719,356,0.259,54,29.2,MH005
12-07-2017,Mumbai,20.7,42.7,71,Satisfactory,2.075,429,3.403,705,1.639,339,0.236,49,28.3,MH005
13-07-2017,Mumbai,20.7,72.4,140,Moderate,2.432,503,3.506,726,1.811,375,0.267,55,31.4,MH005
14-07-2017,Mumbai,20.7,48.7,81,Satisfactory,2.543,526,2.984,618,1.4,290,0.229,47,27.6,MH005
15-07-2017,Mumbai,20.7,62.6,106,Moderate,2.457,509,3.476,720,1.651,342,0.278,58,31.1,MH005
16-07-2017,Mumbai,20.7,56.4,94,Satisfactory,2.158,447,2.943,609,1.527,316,0.282,58,28.6,MH005
17-07-2017,Mumbai,20.7,44.6,74,Satisfactory,2.164,448,2.875,595,1.486,308,0.236,49,26.8,MH005
18-07-2017,Mumbai,20.7,54.3,90,Satisfactory,2.236,463,3.143,651,1.646,341,0.256,53,29,MH005
19-07-2017,Mumbai,20.7,62.1,105,Moderate,2.398,496,3.301,683,1.45,300,0.238,49,28.3,MH005
20-07-2017,Mumbai,20.7,52.5,87,Satisfactory,2.513,520,3.154,653,1.592,330,0.22,45,28.4,MH005
21-07-2017,Mumbai,20.7,66.2,119,Moderate,2.297,475,3.35,693,1.789,370,0.285,59,31.2,MH005
22-07-2017,Mumbai,20.7,64.5,113,Moderate,2.572,532,3.182,659,1.645,341,0.236,49,29.4,MH005
23-07-2017,Mumbai,20.7,63.5,110,Moderate,2.646,548,2.849,590,1.733,359,0.271,56,30.5,MH005
24-07-2017,Mumbai,20.7,49.9,83,Satisfactory,2.236,463,3.149,652,1.577,326,0.267,55,29,MH005
25-07-2017,Mumbai,20.7,43.7,72,Satisfactory,2.203,456,2.868,594,1.46,302,0.254,52,27.4,MH005
26-07-2017,Mumbai,20.7,48.4,80,Satisfactory,2.227,461,3.178,658,1.739,360,0.235,49,28.7,MH005
27-07-2017,Mumbai,20.7,56.4,94,Satisfactory,2.324,481,2.974,616,1.576,326,0.243,50,28.1,MH005
28-07-2017,Mumbai,20.7,59.9,100,Satisfactory,2.282,472,3.334,690,1.488,308,0.257,53,28.8,MH005
29-07-2017,Mumbai,20.7,33,54,Satisfactory,2.321,480,3.358,695,1.369,283,0.203,42,26.7,MH005
30-07-2017,Mumbai,20.7,54.5,91,Satisfactory,2.091,433,2.874,595,1.568,325,0.244,51,27.2,MH005
